algo,success ratio,average reach time
A2C,0.1188118811881188,49.166666666666664
ACKTR,0.16831683168316833,74.6470588235294
DDPG,0.039603960396039604,32.5
PPO1,0.06930693069306931,43.42857142857143
PPO2,0.04950495049504951,55.8
SAC,0.21782178217821782,49.86363636363637
TRPO,0.0594059405940594,62.666666666666664
TD3,0.1782178217821782,49.22222222222222
