algo,success ratio,average reach time
A2C,0.13861386138613863,41.0
ACKTR,0.594059405940594,58.35
DDPG,0.1188118811881188,34.166666666666664
PPO1,0.0891089108910891,55.22222222222222
PPO2,0.1188118811881188,42.583333333333336
SAC,0.3564356435643564,49.02777777777778
TRPO,0.13861386138613863,54.92857142857143
TD3,0.12871287128712872,36.53846153846154
