algo,success ratio,average reach time
A2C,0.13861386138613863,32.357142857142854
ACKTR,0.15841584158415842,33.9375
DDPG,0.06930693069306931,14.0
PPO1,0.16831683168316833,17.176470588235293
PPO2,0.0891089108910891,8.555555555555555
SAC,0.12871287128712872,13.846153846153847
TRPO,0.1188118811881188,35.416666666666664
TD3,0.09900990099009901,21.9
