algo,success ratio,average reach time
A2C,0.0594059405940594,43.666666666666664
ACKTR,0.12871287128712872,49.46153846153846
DDPG,0.07920792079207921,57.25
PPO1,0.07920792079207921,26.125
PPO2,0.06930693069306931,45.42857142857143
SAC,0.26732673267326734,45.148148148148145
TRPO,0.12871287128712872,56.53846153846154
TD3,0.2079207920792079,45.38095238095238
